muscle_group,exercise_id,name,link
Biceps,dumbbell-hammer-curl-cross-body,"Dumbbell Hammer Curl (Cross Body) Biceps / Dumbbell The cross body hammer curl exercise targets the biceps using a cross motion rather than the standard curl. Steps : 1.) Start by standing up straight and grabbing a dumbbell in each hand with palms facing inward. 2.) While keeping your palms facing in, curl the dumbbell up towards the opposite shoulder, isolating the bicep and squeezing the muscle. 3.) Continue bringing the dumbbell up to touch the shoulder until you feel a stretch in your bicep and hold for a count. 4.) Return back to the starting position and repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/98/dumbbell-hammer-curl-cross-body
Biceps,cable-one-arm-bicep-curl,"Cable One-Arm Bicep Curl Biceps / Strength Machine The cable standing one arm bicep curl exercise is a single arm version of the bicep cable curl that targets and isolates the bicep muscle. Steps : 1.) Start off by attaching a stirrup bar to a low cable pulley and standing on the side of the weight stack with your legs shoulder width apart and your knees slightly bent. 2.) Grasp the stirrup in one hand with an underhand grip (palms facing up) and lower the stirrup to the top of your thighs. 3.) Keeping your elbows still, curl the stirrup up towards your chest, squeezing and isolating the bicep muscle. 4.) Slowly lower the stirrup to the starting position. 5.) Repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/273/cable-one-arm-bicep-curl
Biceps,dumbbell-zottman-curl,"Dumbbell Zottman Curl Biceps / Dumbbell The dumbbell zottman curl is an advanced dumbbell bicep exercise where you turn the palms up (supination) and then down (pronation) at the top of the movement. This exercise will strengthen and build the biceps and forearm muscles. Steps : 1.) Start off standing with your feet shoulder-width apart, your knees slightly bent and abs drawn in. 2.) Grab a dumbbell in each hand with your palms facing each other and hands at your sides. 3.) Curl your arms up turning your palms so they are facing down as the dumbbells reach your chest, squeezing your bicep muscles. 4.) Pause for a moment, then turn the palms down (facing the floor) and then return to the starting position as you maintain that position. 5.) Repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/276/dumbbell-zottman-curl
Biceps,dumbbell-alternating-incline-curl,"Dumbbell Alternating Incline Curl Biceps / Dumbbell The alternate incline dumbbell curl exercise uses an incline bench to change your body's position as you perform this workout. Steps : 1.) Start off by taking either a pre-set incline bench or an adjustable bench and setting it to a 45 degree angle. 2.) Grab a dumbbell in each hand, sit back on the bench with your feet planted firmly on the floor in front of you and hand your arms down at your sides. 3.) Keeping your elbows straight, raise your right arm up towards your head, isolating the bicep and squeezing the muscle. 4.) Hold the position for a count then lower down to the starting position. 5.) Repeat the same steps with your left arm.",https://www.jefit.com/exercises/115/dumbbell-alternating-incline-curl
Biceps,cable-reverse-curl,"Cable Reverse Curl Biceps / Strength Machine Steps : 1.) Start by grabbing onto a cable bar with a shoulder-width overhand grip. 2.) Keep your elbows down to your side and then raise the bar up towards your face, squeezing and isolating the biceps. 3.) Hold this position for a count and then return back to the starting position. 4.) Repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/104/cable-reverse-curl
Biceps,cable-bicep-curl-close-grip,"Cable Bicep Curl (Close Grip) Biceps / Strength Machine Steps : 1.) Start by standing up straight in front of a low pulley cable machine with a straight bar attached to the machine, with your arms rested at your sides and feet flat on the floor. 2.) Grab the bar in a close underhand grip then slowly, then raise it up towards your shoulders, isolating the bicep and hold for a count. 3.) Return back to the starting position. 4.) Repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/1015/cable-bicep-curl-close-grip
Cardio,walking,"Walking Cardio / Cardio Machine Walking, a form of cardio exercise, can be performed outside or on a treadmill and focuses upon burning calories, strengthening the core and leg muscles and increasing overall endurance and stamina",https://www.jefit.com/exercises/322/walking
Cardio,running,"Running Cardio / Body Weight Running is one of the most common and effect forms of exercise for muscle toning, weight loss and keeping your lungs and body in shape. Running improves on conditioning the body, endurance, stamina, speed, strength in the legs and core, as well as improving one's posture.",https://www.jefit.com/exercises/317/running
Cardio,treadmill-running,"Treadmill Running Cardio / Cardio Machine Treadmill running, just like regular running, uses the treadmill exercise equipment to burn calories, tone the body, increase stamina and endurance and is one of the most common forms of cardio exercises",https://www.jefit.com/exercises/321/treadmill-running
Cardio,elliptical-training,"Elliptical Training Cardio / Cardio Machine The elliptical is a stationary exercise machine used to simulate walking, running or stair climbing. You are able to burn a significant amount of calories, tone up, increase endurance and strength and build power calf and abdominal muscles through the use of an elliptical",https://www.jefit.com/exercises/310/elliptical-training
Cardio,road-cycling,"Road Cycling Cardio / Other Road cycling is an exercise based upon racing bicycles that focuses on endurance, stamina, balance, coordination and bursts of speed.",https://www.jefit.com/exercises/315/road-cycling
Cardio,step-machine,"Step Machine Cardio / Cardio Machine A step machine utilizes the stair master machine or stepping machine to burn calories, tone the body, increase core and lower body strength, and improve endurance and stamina",https://www.jefit.com/exercises/319/step-machine
Cardio,rowing,"Rowing Cardio / Cardio Machine Rowing is a sport that involves racing across rivers, lakes or oceans. It requires full body strength and endurance building upon work capacity, strength, endurance, coordination, stamina and core strength.",https://www.jefit.com/exercises/316/rowing
Cardio,stationary-bike,"Stationary Bike Cardio / Cardio Machine The stationary bike exercise utilizes an exercise to burn calories, tone the body, strengthen the legs, increase stamina and endurance as well as balance.",https://www.jefit.com/exercises/318/stationary-bike
Cardio,indoor-cycling,"Indoor Cycling Cardio / Cardio Machine Indoor cycling is a form of exercise that focuses on endurance, stamina, strength, intensity, intervals and recovery",https://www.jefit.com/exercises/312/indoor-cycling
Cardio,jump-rope,"Jump Rope Cardio / Other Jumping rope is a great cardio exercise that helps burn a significant amount of calories through repeated jumping motion keeping the body in motion. This exercise helps condition the body for strenuous activity along with increasing endurance, stamina, building strength in the leg muscles and core, and loosening up for other activities.",https://www.jefit.com/exercises/927/jump-rope
Cardio,recumbent-bike,"Recumbent Bike Cardio / Cardio Machine The recumbent bike is a great cardio exercise. It is a variation of a cardio workout that involves the recumbent bicycle that places the individual in a laid back reclining position. It is a great exercise for burning calories, increasing stamina and endurance, improving balance and helps build core and lower leg strength.",https://www.jefit.com/exercises/923/recumbent-bike
Cardio,yoga,"Yoga Cardio / Body Weight Yoga is a form of exercise that uses slow movements and stretching to increase flexibility, balance and is even good for relieving stress and relaxing.",https://www.jefit.com/exercises/323/yoga
Cardio,jumping-jacks,"Jumping Jacks Cardio / Body Weight This is a classic bodyweight exercise that can be used in a circuit as well as part of a dynamic warm-up. Begin in a standing position with your feet together and your arms at your sides. Jump up explosively while simultaneously spreading your legs out to the sides. At the same time, raise your arms above your head until your hands meet, or almost meet, above your head. Quickly reverse the movement by jumping back to the starting position. Bring your legs back together and lower your arms back down to your sides. Repeat: Continue this motion, jumping in and out while raising and lowering your arms, for the desired number of repetitions. It's important to maintain a brisk pace to get the most out of this exercise and to engage your cardiovascular system effectively. Additionally, ensure you maintain proper form throughout the exercise to avoid injury.",https://www.jefit.com/exercises/1347/jumping-jacks
Cardio,swimming,"Swimming Cardio / Body Weight Swimming is a great way to tone your body and improve overall fitness. It focuses upon stamina, endurance, core and full body strength, coordination, and burn fat.",https://www.jefit.com/exercises/320/swimming
Cardio,burpee,"Burpee Cardio / Body Weight The Burpee is an advanced exercise that builds aerobic fitness and work capacity. Begin in a standing position. Stand in athletic posture with feet hip to shoulder width apart and toes pointing forward. Draw in the abs. Squat down driving the hips back as far as possible. Once maximum squat depth has been reached, place the hands on the floor about 1.5-2x shoulder width. Kick the feet out from underneath the body rapidly putting the body into a push up position with the legs extended and toes pointing straight toward the floor. Perform a push up. Keeping the body in a straight line with glutes tight, lower the chest to the floor moving through a maximum range that technique can be maintained. Reverse the pattern rapidly extending the arms. Jump the feet back underneath the body to position for a squat jump. Transition quickly into a jump, swinging the arms up overhead. Land as quietly as possible with toes pointing forward, knees following toes and neutral spine. Reset and repeat. Maintain posture throughout. Avoid excessive slouching of the shoulders or spine, letting the head jut forward, knees collapse in or toes pointing outward.",https://www.jefit.com/exercises/1339/burpee
Cardio,field-sports,"Field Sports Cardio / Other Field sports are any sports that are performed outdoors such as lacrosse. These sports can help increase endurance, agility, flexibility, stamina as well as burn calories, lose weight and tone up the body.",https://www.jefit.com/exercises/311/field-sports
Cardio,aerobics,"Aerobics Cardio / Other Aerobic Exercise focuses upon cardiovascular fitness, muscle strength and endurance by performing aerobic workouts.",https://www.jefit.com/exercises/308/aerobics
Cardio,mountain-biking,"Mountain Biking Cardio / Other Mountain bikin is a sport that consists of riding outdoors, mostly off-road courses and over rough terrain. It requires stamina, core strength, endurance, balance, coordination and handling skills.",https://www.jefit.com/exercises/313/mountain-biking
Chest,barbell-bench-press,"Barbell Bench Press Chest / Barbell The barbell chest press, also known as the barbell bench press, is a fundamental exercise for building upper body strength, specifically targeting the pectoral muscles, triceps, and shoulders. Here’s a step-by-step guide on how to perform it correctly: Setup: Load the barbell with an appropriate amount of weight for your fitness level. Use safety clips to secure the weights. Lie down on the flat bench with your feet flat on the ground and your head, shoulders, and buttocks firmly pressed against the bench. Hand Placement: Grip the barbell with both hands slightly wider than shoulder-width apart. Your palms should face forward, and your thumbs should be wrapped around the bar. Starting Position: Unrack the barbell by straightening your arms and moving the barbell over your chest. Your arms should be perpendicular to the floor. Lowering the Barbell: Inhale deeply and lower the barbell slowly and under control to your mid-chest. Your elbows should bend at about a 45-degree angle to your body. Lower the bar until it lightly touches your chest or is just above it. Do not bounce the bar off your chest. Pressing the Barbell: Exhale and press the barbell back up to the starting position by fully extending your arms. Focus on squeezing your chest muscles as you lift the weight. Keep your wrists straight and your elbows slightly tucked in to protect your shoulder joints.",https://www.jefit.com/exercises/2/barbell-bench-press
Chest,dumbbell-incline-bench-press,"Dumbbell Incline Bench Press Chest / Dumbbell The Dumbbell Incline Bench Press is an effective exercise for targeting the upper portion of the pectoral muscles, as well as the shoulders and triceps. Here are the steps to perform the exercise correctly: Set Up: Adjust the bench to an incline position (30-45 degrees). Sit on the bench with a dumbbell in each hand resting on your thighs. Use your legs to help lift the dumbbells as you lie back on the bench, keeping the dumbbells close to your chest. Starting Position: Lie back on the bench with your feet flat on the floor for stability. Position the dumbbells at the sides of your chest, with your palms facing forward. Your elbows should be at a 90-degree angle. Execution: Push the dumbbells up toward the ceiling by extending your elbows and pressing the weights together until your arms are fully extended. Ensure your wrists remain straight and in line with your forearms. At the top of the movement, the dumbbells should be directly above your shoulders, and your arms should be nearly straight but not locked. Lowering the Weight: Slowly lower the dumbbells back to the starting position with controlled movement. Your elbows should descend until the dumbbells are level with your chest. Breathing: Inhale as you lower the dumbbells. Exhale as you press the dumbbells up.",https://www.jefit.com/exercises/31/dumbbell-incline-bench-press
Chest,machine-fly,"Machine Fly Chest / Strength Machine The Machine Fly, also known as the Pec Deck Fly or Seated Machine Fly, is an excellent exercise for isolating and targeting the chest muscles, particularly the pectoralis major. Here’s how to perform it correctly: Setup: Adjust the seat height so that the handles of the machine are at chest level when you sit down. Sit on the machine with your back flat against the backrest and your feet flat on the floor. Starting Position: Grasp the handles with an overhand grip (palms facing forward) or a neutral grip (palms facing each other), depending on the machine design. Position your arms so that they are slightly bent at the elbows and in line with your shoulders. Your elbows should be slightly below shoulder level. Keep your back pressed firmly against the backrest and your chest lifted. Engage Your Core: Tighten your abdominal muscles to maintain a stable torso throughout the exercise. Perform the Fly: Exhale as you bring the handles together in front of your chest in a wide arc, keeping your elbows slightly bent. Focus on squeezing your chest muscles as you bring the handles together. Do not let your shoulders roll forward; keep them back and down throughout the movement. Pause: Briefly pause at the peak contraction when the handles are together, focusing on squeezing your chest muscles. Return to Starting Position: Inhale as you slowly and controlled return the handles to the starting position, allowing your chest muscles to stretch.",https://www.jefit.com/exercises/45/machine-fly
Chest,dumbbell-bench-press,"Dumbbell Bench Press Chest / Dumbbell The Dumbbell Bench Press is an effective exercise for targeting the chest, shoulders, and triceps. Here’s a step-by-step guide to performing the Dumbbell Bench Press correctly: Set Up: Sit on the edge of the bench with a dumbbell in each hand, resting them on your thighs. Carefully lie back on the bench, bringing the dumbbells up to chest level as you do so. Your feet should be flat on the floor. Starting Position: Position the dumbbells to the sides of your chest with your palms facing forward (pronated grip). Your elbows should be bent at about a 90-degree angle and your upper arms should be parallel to the floor. Executing the Press: Press the dumbbells upward by extending your arms, bringing the weights directly above your chest. Keep the dumbbells steady and your wrists straight. At the top of the movement, your arms should be fully extended but not locked, and the dumbbells should be close together without touching. End Position: Hold the top position for a brief moment to maximize the contraction in your chest muscles. Return to Starting Position: Lower the dumbbells slowly back to the starting position, keeping your elbows at about a 45-degree angle to your torso. Ensure the weights return to chest level, just to the sides of your chest.",https://www.jefit.com/exercises/26/dumbbell-bench-press
Chest,barbell-incline-bench-press,"Barbell Incline Bench Press Chest / Barbell The barbell incline bench press is an excellent exercise for targeting the upper portion of the pectoral muscles, as well as the shoulders and triceps. Here's how to perform it correctly: Setup: Set an adjustable bench to an incline angle of about 30 to 45 degrees. Position the bench inside a squat rack or use an incline bench press station. Load the barbell with the desired weight. Starting Position: Lie back on the incline bench with your feet flat on the floor. Position your eyes directly under the barbell. Grip the barbell with your hands slightly wider than shoulder-width apart. Engage your core and maintain a slight arch in your lower back, keeping your shoulders and hips firmly on the bench. Unrack the Barbell: Lift the barbell off the rack with a controlled motion and move it directly above your upper chest with your arms fully extended. Ensure your wrists are straight and aligned with your forearms. Lowering the Barbell: Inhale and lower the barbell slowly and under control to your upper chest (around the middle to upper part of your chest). Keep your elbows at about a 45-degree angle to your body to reduce stress on your shoulders. Pressing the Barbell: Exhale and press the barbell back up to the starting position by extending your arms. Ensure the movement is smooth and controlled, focusing on engaging your chest muscles.",https://www.jefit.com/exercises/8/barbell-incline-bench-press
Chest,dumbbell-fly,"Dumbbell Fly Chest / Dumbbell The Dumbbell Fly is a great exercise for targeting the chest muscles, particularly the pectoralis major. Here’s how to perform it correctly: Setup: Lie back on a flat bench with your feet flat on the floor. Hold a dumbbell in each hand with a neutral grip (palms facing each other). Extend your arms above your chest with a slight bend in your elbows. The dumbbells should be positioned directly above your shoulders. Starting Position: Keep your back flat against the bench and your head resting on the bench. Your arms should be extended but not locked, with a slight bend in your elbows to reduce joint strain. Engage Your Core: Tighten your abdominal muscles to stabilize your torso throughout the exercise. Lower the Dumbbells: Lower the dumbbells in a wide arc out to the sides, keeping the slight bend in your elbows throughout the movement. Continue lowering the dumbbells until your elbows are at or slightly below chest level. You should feel a stretch in your chest muscles. Press the Dumbbells: Reverse the motion, bringing the dumbbells back up in the same wide arc, keeping the slight bend in your elbows. Squeeze your chest muscles at the top of the movement, bringing the dumbbells back to the starting position.",https://www.jefit.com/exercises/41/dumbbell-fly
Chest,push-up,"Push-Up Chest / Body Weight The push-up is a fundamental bodyweight exercise that primarily targets the chest, shoulders, and triceps, while also engaging the core and other stabilizing muscles. Here's a step-by-step guide on how to perform a standard push-up: Starting Position: Hand Placement: Place your hands on the ground, slightly wider than shoulder-width apart. Body Alignment: Extend your legs straight behind you, with your feet together or slightly apart. Your body should form a straight line from your head to your heels. Engage Your Core: Tighten your core muscles to keep your body straight and avoid sagging in the lower back. Lowering Phase: Inhale as you bend your elbows and lower your body toward the ground. Keep your elbows at about a 45-degree angle to your body. Lower yourself until your chest nearly touches the ground, while maintaining a straight body line. Pushing Phase: Exhale as you push through your palms to straighten your arms and lift your body back to the starting position. Keep your core engaged and your body in a straight line throughout the movement.",https://www.jefit.com/exercises/47/push-up
Chest,machine-bench-press,"Machine Bench Press Chest / Strength Machine The bench press machine exercise targets the chest muscles and offers more stability for people new to the exercise. Steps : 1.) Start by adjusting a bench press machine so that when you sit at the machine, the bars are positioned at chest height. 2.) Place your hands upon the bars and place your feet flat on the foot rests in front of you as this will be your starting position. 3.) Press out, by extending your arms out as far as possible, in a slow and steady motion until you feel a stretch in your tricep muscles. 4.) Hold this position for a count then return back to the start. 5.) Repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/163/machine-bench-press
Chest,cable-cross-over,"Cable Cross-Over Chest / Strength Machine The cable cross-over is an excellent exercise for targeting the chest muscles, particularly the pectoralis major. It also engages the shoulders and triceps. Here’s how to perform it correctly: Setup: Set the pulleys to the highest position on the cable crossover machine. Attach handles to the cables. Select an appropriate weight for each side. Starting Position: Stand in the center of the machine with your feet shoulder-width apart. Grab the handles with an overhand grip (palms facing down) and take a step forward into a staggered stance (one foot slightly in front of the other) for better balance. Your arms should be extended out to your sides with a slight bend in your elbows. Your elbows should remain in this slightly bent position throughout the movement. Executing the Cross-Over: Inhale and engage your core. Pull the handles down and across your body in a wide arc, bringing your hands together in front of you at around chest level or slightly lower. Your arms should move in a controlled manner, mimicking a hugging motion. Focus on squeezing your chest muscles as your hands meet in front of your body. You can cross your hands over each other for a greater contraction. Returning to Starting Position: Exhale and slowly reverse the motion, allowing your arms to move back to the starting position in a controlled manner. Maintain the slight bend in your elbows and control the resistance on the way back to prevent the weights from pulling your arms too far back.",https://www.jefit.com/exercises/14/cable-cross-over
Chest,machine-incline-chest-press,"Machine Incline Chest Press Chest / Strength Machine The machine incline bench press is an exercise that focuses upon the upper portion of the pectoral muscles and is preferred by most people as it offers more stability for people new to the exercise. Steps : 1.) Start off by adjusting the seat of the bench so that the handles are aligned with the upper portion of your chest, keeping your back flat on the back padding and grabbing the handles with an overhand grip, as this will be your starting position. 2.) Slowly press the handles forward until your hands are fully extended and you feel a stretch in your chest muscles. 3.) Hold this position for a count then slowly return back to the starting position. 4.) Repeat for as many reps and sets as desired. Tips : 1.) Keep your shoulders and lower back against the bench at all times during this exercise. 2.) Refrain from bouncing the handles back on the machine.",https://www.jefit.com/exercises/178/machine-incline-chest-press
Chest,dumbbell-incline-fly,"Dumbbell Incline Fly Chest / Dumbbell The dumbbell incline fly exercise is a chest sculpting exercise that helps build a bigger and stronger chest. Steps : 1.) Start by lying on an incline bench set to 45-degrees and holding a dumbbell in each hand. 2.) Lift the dumbbells up and over your chest, extending your arms fully as this will be your starting position. 3.) While keeping a slight bend in your elbows, slowly bring the dumbbells towards each other in an arc motion, squeezing your chest muscles in the process. 4.) Hold this position for a count then slowly return back to the starting position. 5.) Repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/165/dumbbell-incline-fly
Chest,cable-lower-chest-raise,"Cable Lower Chest Raise Chest / Strength Machine Steps : 1.) Start by setting up handles on a low pulley cable machine, standing in between the machines, grabbing the handles with both hands and keeping your arms at your sides. 2.) Slowly bring the handles together in front of your body at about waist level and squeeze your lower chest. 3.) Hold for a count then return back to the starting position. 4.) Repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/1059/cable-lower-chest-raise
Chest,smith-machine-incline-bench-press,"Smith Machine Incline Bench Press Chest / Strength Machine The smith machine incline bench press is a great exercise to help build the pectoral muscles of the chest and great for beginners to be able to control the weights. Steps : 1.) Start by placing an incline bench at a 45-degree angle in the middle of a smith machine, then lie down with your back flat on the bench making sure that the bar is aligned across the upper portion of your chest. 2.) Grab onto the bar with a shoulder-width grip, unlock it and slowly lower it down towards your chest until you feel a stretch in your pectoral muscles. 3.) Hold this position for a count then return back up to the start. 4.) Repeat for as many reps and sets as desired. Tips : 1.) Refrain from bouncing the bar off your chest.",https://www.jefit.com/exercises/175/smith-machine-incline-bench-press
Chest,cable-mid-chest-crossover,"Cable Mid Chest Crossover Chest / Strength Machine Steps : 1.) Start by setting up two handles on two high cable pulley machine and stand in between the machines with your hands extended out gripping the handles above your body. 2.) Slowly bring the handles down towards your sides as this will be your starting position. 3.) Then bring the handles in together towards the front of your body, squeezing your chest and hold for a count. 4.) Return the handles back to the starting position. 5.) Repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/1057/cable-mid-chest-crossover
Chest,leverage-incline-chest-press,"Leverage Incline Chest Press Chest / Strength Machine Steps : 1.) Start by loading the necessary amount of weight onto the leverage machine, adjusting the seat to where the handles are just above your pecs. 2.) Keeping your head and chest up, press the handles forward extending through your elbows until you feel a tension in your chest. 3.) Hold for a count then return back to the starting position. 4.) Repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/853/leverage-incline-chest-press
Chest,machine-inner-chest-press,"Machine Inner Chest Press Chest / Strength Machine Steps : 1.) Start by sitting on a chest press machine, with your feet flat in front of you, holding the handles with a neutral hammer grip and keeping your back flat up against the padding. 2.) Once in position, slowly push out the handles using your arms but squeezing with your chest as the handles are extended out in front of you. 3.) Squeeze and hold for a count. 4.) Return back to the starting position. 5.) Repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/1270/machine-inner-chest-press
Chest,smith-machine-bench-press,"Smith Machine Bench Press Chest / Strength Machine The smith machine bench press exercise is the same exercise as the typical bench press but it uses the smith machine to allow for greater control throughout the exercise. Steps : 1.) Start by placing a flat bench in the middle of a smith machine so that the bar is in line with the middle of your chest. 2.) Lie down with your back flat on the bench and grab the bar with a shoulder-width grip as this will be your starting position. 3.) Unlatch the bar, then slowly lower it down towards your chest until it barely touches and you feel a stretch in your muscles. 4.) Hold this position for a count then return back up to the start 5.) Repeat for as many reps and sets as desired. Tips : 1.) The smith machine is a great tool for beginners to learn to use free weights safely and how to perform the bench press correctly.",https://www.jefit.com/exercises/174/smith-machine-bench-press
Chest,barbell-decline-bench-press,"Barbell Decline Bench Press Chest / Barbell The decline barbell bench press is an effective exercise for targeting the lower portion of the pectoral muscles, as well as the triceps and shoulders. Here's a step-by-step guide on how to perform it correctly: Setup: Load the barbell with an appropriate amount of weight for your fitness level. Use safety clips to secure the weights. Adjust the decline bench to a suitable angle (typically 15-30 degrees). Positioning Yourself: Lie down on the decline bench with your feet securely hooked under the foot pads to prevent sliding. Position yourself so that your eyes are directly under the barbell. Hand Placement: Grip the barbell with your hands slightly wider than shoulder-width apart. Your palms should face forward, and your thumbs should wrap around the bar. Unracking the Barbell: With the help of a spotter if available, unrack the barbell by straightening your arms and moving the barbell over your lower chest. Your arms should be perpendicular to the floor. Lowering the Barbell: Inhale deeply and lower the barbell slowly and under control to your lower chest. Your elbows should be at about a 45-degree angle to your body. Lower the bar until it lightly touches your lower chest. Do not bounce the bar off your chest. Pressing the Barbell: Exhale and press the barbell back up to the starting position by fully extending your arms. Focus on squeezing your chest muscles during the lift. Keep your wrists straight and your elbows slightly tucked in to protect your shoulder joints.",https://www.jefit.com/exercises/5/barbell-decline-bench-press
Forearms,dumbbell-hammer-curl-,"Dumbbell Hammer Curl Forearms / Dumbbell The dumbbell hammer curl exercise uses a neutral grip to isolate the forearm muscles and increase muscle size. Steps : 1.) Start by standing with your feet shoulder-width apart, keeping your knees slightly bent and your abs tight in. 2.) Grab a dumbbell in each hand with your palms facing in (neutral grip), extend your arms so that they are at the sides of your body and keep your elbows locked as this will be your starting position. 3.) Slowly lift your arms up in an arc towards your shoulders, isolating your biceps and continue until you reach the top position. 4.) Hold for a count then return back to the starting position and repeat for as many reps and sets as desired. Tips : 1.) Refrain from turning your wrists during this exercise.",https://www.jefit.com/exercises/108/dumbbell-hammer-curl-
Forearms,dumbbell-wrist-curl-palms-up,Dumbbell Wrist Curl (Palms Up) Forearms / Dumbbell Steps : 1.) Start by picking up a dumbbell in each hand while kneeling over a bench. 2.) With your palms facing upwards flex each forearm by lifting and lowering the dumbbell with only your wrist. 3.) Exhale while raising your wrist. 4.) Inhale while lowering your wrist. 5.) Repeat for the desired amount of reps and sets.,https://www.jefit.com/exercises/118/dumbbell-wrist-curl-palms-up
Forearms,barbell-reverse-curl,"Barbell Reverse Curl Forearms / Barbell Steps : 1.) Stand with your feet shoulders width apart. 2.) Bending at the knees pick up barbell. 3.) With your palms facing downward lift the barbell to your chest while remaining up straight. 4.) Do not bend your upper arms but bend only at your elbows, with your forearms moving. 5.) Keep your wrist straight while raising and lowering the barbell. 6.) Repeat for the desired amount of reps. 7.) After the set bend at your knees to set the barbell down.",https://www.jefit.com/exercises/111/barbell-reverse-curl
Forearms,dumbbell-wrist-curl-palms-down,"Dumbbell Wrist Curl (Palms Down) Forearms / Dumbbell Steps : 1.) Start by picking up a dumbbell in each hand while kneeling over a bench. 2.) With your palms facing downwards flex each forearm by lifting and lowering each dumbbell with only your wrist. 3.) Exhale while raising your wrist and hold for a count, feeling a stretch in your forearms. 4.) Inhale while lowering your wrist. 5.) Repeat for the desired amount of reps. Notes : - Make sure that your arms do not move during each rep; you are isolating the forearms for this exercise.",https://www.jefit.com/exercises/123/dumbbell-wrist-curl-palms-down
Forearms,barbell-wrist-curl-posterior,Barbell Wrist Curl (Posterior) Forearms / Barbell Steps : 1.) Stand with your feet shoulders width apart. 2.) Grasp the barbell in your hands with your palms facing outwards. 3.) Lift the barbell up and down using only your hands while keeping your arms straight.,https://www.jefit.com/exercises/117/barbell-wrist-curl-posterior
Forearms,ez-bar-curl-reverse-grip,"EZ Bar Curl (Reverse Grip) Forearms / EZ Curl Bar Steps : 1.) Start by standing up straight with your feet shoulder width apart and holding a weighted EZ Bar in your hands at waist level in a reverse grip. 2.) Slowly elevate the bar up towards your shoulders, squeezing your forearms and hold for a count. 3.) Return back to the starting position. 4.) Repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/1074/ez-bar-curl-reverse-grip
Forearms,cable-wrist-curl,Cable Wrist Curl Forearms / Strength Machine Steps : 1.) Sit down on the bench with your arms resting on your thighs. 2.) Grab the bar attached to the cables. 3.) Pull the bar towards your chest while keeping your elbows on your thighs. 4.) When the bar is held to your chest hold for a few seconds before letting back down. 5.) Repeat for the desired amount of reps and sets.,https://www.jefit.com/exercises/122/cable-wrist-curl
Forearms,barbell-wrist-curl-palms-up,Barbell Wrist Curl (Palms Up) Forearms / Barbell Steps : 1.) Start out by placing the barbell on the floor in front of a flat bench. 2.) Sit down on the bench with your legs shoulder width apart. 3.) Use your hands to grab the barbell and bring it up so that your forearms are resting against your thighs with palms upward. 4.) Start out by curling your wrist upwards and exhaling. 5.) Slowly lower your wrist back down to the starting position while inhaling. 6.) Repeat for the desired amount of repetitions and sets. Tips : 1.) Refrain from moving your forearms during this exercise.,https://www.jefit.com/exercises/119/barbell-wrist-curl-palms-up
Forearms,dumbbell-seated-wrist-curl,Dumbbell Seated Wrist Curl Forearms / Dumbbell Steps : 1.) Start by sitting on a flat bench holding a dumbbell in each hand. 2.) Lift the dumbbells up and place your forearms on your knees with palms facing up and the weights extended over your knees. 3.) Once in position slowly curly your wrist upwards until you feel a tension in your forearm muscles. 4.) Hold this position for a count then return back to the starting position. 5.) Repeat for as many reps and sets as desired.,https://www.jefit.com/exercises/1320/dumbbell-seated-wrist-curl
Forearms,dumbbell-bicep-curl-reverse-grip,"Dumbbell Bicep Curl (Reverse Grip) Forearms / Dumbbell Steps : 1.) Start by standing up straight, feet shoulder width apart and arms rested at your sides holding a dumbbell in each hand with a palms down reverse grip. 2.) Slowly elevate the dumbbells up to your shoulders, squeezing your forearm, and hold for a count. 3.) Return back to the starting position. 4.) Repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/1098/dumbbell-bicep-curl-reverse-grip
Forearms,wrist-roller,"Wrist Roller Forearms / Other Steps : 1.) To begin, stand straight with feet shoulder length apart and grab a wrist roller using a palms down grip. 2.) Slowly lift both arms until they are fully extended and parallel to the floor in front of you. 3.) Rotate one wrist at a time in an upward motion to bring the weight up to the bar by rolling the rope around the roller. 4.) Once the weight has reached the bar, slowly begin to lower the weight back down by rotating the wrist in a downward motion to the starting position. 5.) Repeat for the desired number of reps and sets.",https://www.jefit.com/exercises/120/wrist-roller
Forearms,barbell-wrist-curl-palms-down,Barbell Wrist Curl (Palms Down) Forearms / Barbell Steps : 1.) Start by placing the barbell on the floor in front of a flat bench. 2.) Sit down on the bench with your legs shoulder width apart. 3.) Use your hands to grab the barbell and bring it up so that your forearms are resting against your thighs with palms downward. 4.) Start out by curling your wrist upwards and exhaling. 5.) Slowly lower your wrist back down to the starting position while inhaling. (Do not move your arms or legs during the exercise.) 6.) Repeat for the desired amount of reps.,https://www.jefit.com/exercises/126/barbell-wrist-curl-palms-down
